ARTIST,ALBUM,CURRENT,GENRE,CONTENT TAGS,NOTES,LINK,ADDED,RELEASE DATE,LABEL
rRoxymore,Juggling Dualities,927,,femcon,"Loose, hypnotically rhythmic electronica from Berlin combining ambient, house, & techno. Check this one out! ",https://rroxymore.bandcamp.com/album/juggling-dualities,10/9/2025,7/17/2025,!K7
bananahaus,grounders,894,,"cancon,femcon",Catchy art rock/punk vibes from Vancouver. Recommended! ,https://bananahaus.bandcamp.com/album/grounders,10/8/2025,9/12/2025,Nevado Records
Doozy,Zombie Ant Fungus,900,,cancon,A unique blend of hyperpop & fuzzy shoegaze aesthetics & a grimy hardcore feel. Recommended,https://doozyonline.bandcamp.com/album/zombie-ant-fungus,10/8/2025,9/5/2025,Schematic
Dave Douglas,Alloy,901,,,Modern improvised jazz from New York ,https://davedouglas.bandcamp.com/album/alloy,10/8/2025,9/5/2025,Greenleaf Music
ben bondy,XO Salt Llif3,895,,,"Fans of James K & Dean Blunt will love this one. Lush ambient/downtempo/post-club from Berlin with hazy, processed vocals",https://benbondy.bandcamp.com/album/xo-salt-llif3,10/8/2025,8/29/2025,ÔºìÔº∏Ôº¨
Judy Blank,Big Mood,896,,femcon,Indie/folk pop from the Netherlands. Highly recommended,https://judyblankmusic.bandcamp.com/album/big-mood,10/8/2025,8/22/2025,Rounder
Chicago Underground Duo,Hyperglyph,899,,,Improvised psych/avant jazz. A real treat for fans of Electric Miles stuff! ,https://intlanthem.bandcamp.com/album/hyperglyph,10/8/2025,8/15/2025,International Anthem Recording Co.
Burial,Comafields / Imaginary Festival,898,,,"Laidback & hazy house/dubstep from a legend in the game. This release all the characteristics of his production style, but the vibe is more cheerful & atmospheric here",https://burial.bandcamp.com/album/comafields-imaginary-festival,10/8/2025,8/1/2025,Hyperdub
Castle Rat,The Bestiary,883,,femcon,Doom metal/stoner rock with fantasy aesthetics from Brooklyn,https://castlerat.bandcamp.com/album/the-bestiary,10/2/2025,9/19/2025,King Volume Records
Algernon Cadwallader,Trying Not to Have a Thought,891,,,A well-loved emo/punk band from Philadelphia – check them out if you don't know them & enjoy this vibe! ,https://algernoncadwallader.bandcamp.com/album/trying-not-to-have-a-thought,10/2/2025,9/12/2025,Saddle Creek Records
Camilla Sparksss,ICU RUN,893,,"cancon,femcon",Coldwave/synth pop from BC! Recommended. ,https://camillasparksss.bandcamp.com/album/icu-run,10/2/2025,9/12/2025,Modulor
Altered By Mom,BETTER,892,,"cancon,femcon",Energetic alt rock/grunge from Toronto ,https://alteredbymom.bandcamp.com/album/better,10/2/2025,9/5/2025,The STUNGE Recording Co.
Philémon Cimon,Que s'est-il passé de mon enfance,885,,"cancon,francophone",Laid back & gentle folk from Montreal. Recommended,https://philemoncimon.bandcamp.com/album/que-sest-il-pass-de-mon-enfance,10/2/2025,8/29/2025,
Wucan,Axioms,890,,femcon,Psych/stoner rock drawing on krautrock vibes – recommended! ,https://wucan.bandcamp.com/album/axioms,10/2/2025,8/29/2025,Long Branch Records
Arcadea,The Exodus of Gravity,880,,,"A blend of prog, psych, and synth rock from Atlanta",https://arcadea.bandcamp.com/album/the-exodus-of-gravity,10/2/2025,8/22/2025,Relapse Records
Caity Gyorgy,Caity Gyorgy with Strings: Arranged and Conducted by Mark Limacher,887,,"cancon,femcon",Excellent vocal jazz from Montreal! ,https://caitygyorgy.bandcamp.com/album/caity-gyorgy-with-strings-arranged-and-conducted-by-mark-limacher,10/2/2025,8/22/2025,Caity Gyorgy Records
Lila Iké,Treasure Self Love,888,,femcon,A unique soulful record drawing on hip hop & reggae. Recommended.,https://ineffablerecords.bandcamp.com/album/treasure-self-love,10/2/2025,8/22/2025,Ineffable Records
The California Honeydrops,Redwood Highway,882,,,"Retro soul from Oakland, California. Recommended ",https://cahoneydrops.bandcamp.com/album/redwood-highway,10/2/2025,8/8/2025,
Wednesday,Bleeds,846,,"femcon,jammer pick",Jangly indie rock drawing on alt-country vibes in a fresh way – cheers to Mr. T for the rec! ,https://wednesdayband.bandcamp.com/album/bleeds,10/1/2025,9/19/2025,Dead Oceans
David Byrne,Who Is The Sky?,849,,jammer pick,Art rock/new wave from one of the geniuses of contemporary music. Thanks to Mr. T for recommending this one! ,https://davidbyrne.bandcamp.com/album/who-is-the-sky,10/1/2025,9/5/2025,
Big Thief,Double Infinity,850,,"jammer pick,femcon",Indie pop from Brooklyn – recommended by Mr. T of Positive Ampitude! Check this one out. ,https://bigthief.bandcamp.com/album/double-infinity,10/1/2025,9/5/2025,4AD
Curtis Harding,Departures & Arrivals: Adventures of Captain Curt,861,,,"""A psychedelic soul-funk masterpiece.""",https://curtisharding.bandcamp.com/album/departures-arrivals-adventures-of-captain-curt,10/1/2025,9/5/2025,Anti‚Äê
lynyn,Ixona,865,,,"Explorations in ambient, IDM, and electronica – recommended! ",https://lynyn.bandcamp.com/album/ixona,10/1/2025,9/5/2025,Sooper Records
No Peeling,No Peeling,870,,femcon,Fuzzy garage punk/post-punk from the UK – recommended! ,https://nopeeling.bandcamp.com/album/no-peeling,10/1/2025,9/5/2025,Feel It Records
Shallowater,God's Gonna Give You A Million Dollars,874,,,A unique fusion of country aesthetics & slowcore from Texas. Recommended. ,https://shallowater.bandcamp.com/album/gods-gonna-give-you-a-million-dollars,10/1/2025,9/5/2025,
shame,Cutthroat,875,,,"Energetic mix of post-punk, garage rock, and new wave. Highly recommended! ",https://shamebanduk.bandcamp.com/album/cutthroat,10/1/2025,9/5/2025,Dead Oceans
The Hives,The Hives Forever Forever The Hives,863,,,Top notch garage rock from Sweden – check it out! ,https://thehives.bandcamp.com/album/the-hives-forever-forever-the-hives,10/1/2025,8/29/2025,Play It Again Sam
Modern Nature,The Heat Warps,868,,,Indie rock from the UK – highly recommended ,https://modernnature.bandcamp.com/album/the-heat-warps,10/1/2025,8/29/2025,Bella Union
Runnner,A Welcome Kind of Weakness,873,,,Shoegaze/dream pop from LA – recommended! ,https://runnner.bandcamp.com/album/a-welcome-kind-of-weakness,10/1/2025,8/29/2025,Run for Cover Records
Delicate Steve,Luke's Garage,853,,,Chill & groovy instrumental guitar-driven pop jams from New Jersey,https://delicatesteve.bandcamp.com/album/lukes-garage,10/1/2025,8/22/2025,Have Fun Thinking
Devolver,Non Compos Mentis,854,,cancon,Melodic death metal from Alberta – crisp & tight! ,https://devolvermusic.bandcamp.com/album/non-compos-mentis,10/1/2025,8/22/2025,
Stacy Epps,FLOWHEART,857,,femcon,Soulful & smooth hip-hop/r&b from Atlanta – recommended,https://stacyepps.bandcamp.com/album/flowheart,10/1/2025,8/22/2025,Resource Collab
Neurotypes,Violence District,869,,cancon,Goth/industrial from Ottawa – recommended,https://neurotypes.bandcamp.com/album/violence-district,10/1/2025,8/22/2025,
Mae Powell,Making Room for the Light,871,,femcon,"Chill, jazzy folk-pop from San Francisco – highly recommended",https://maepowell.bandcamp.com/album/making-room-for-the-light,10/1/2025,8/15/2025,Colemine Records
Firstborne,Lucky,858,,,Hard rock/heavy metal from the US ,https://firstborne.bandcamp.com/album/lucky-the-full-length-debut,10/1/2025,8/8/2025,M‚ÄêTheory Audio
Sister Speak,Coming Home ep,876,,"cancon,femcon",Roots/folk from Montreal ,https://sisterspeakmusic.bandcamp.com/album/coming-home-ep,10/1/2025,8/8/2025,RESO Nation
Lunison,Fakepink,864,,,Jangly indie/garage rock from Philadelphia – recommended ,https://lunison.bandcamp.com/album/fakepink,10/1/2025,8/7/2025,
TTTTURBO,Modern Music,879,,,"Fuzzy, lo-fi garage/synth punk vibes!",https://itselevenrecords.bandcamp.com/album/modern-music,10/1/2025,8/4/2025,Harvest
DEBBY FRIDAY,The Starrr Of The Queen Of Life,847,,"femcon,cancon,jammer pick",Futuristic synth/club pop from Toronto – recommended. Suggestion by Mr. T from Positive Amplitude!,https://debbyfriday.bandcamp.com/album/the-starrr-of-the-queen-of-life-1,10/1/2025,8/1/2025,Sub Pop Records
Harvested,Dysthymia,862,,cancon,Death metal from Ottawa – good stuff ,https://harvested.bandcamp.com/album/dysthymia,10/1/2025,8/1/2025,
Miracle Fraud,Miracle Fraud,867,,cancon,Jangle pop/rock from Guelph!,https://miraclefraud.bandcamp.com/album/miracle-fraud-2,10/1/2025,7/26/2025,Babel
Daybi,Still Of Stars,851,,cancon,Polished underground hip-hop vibes from a Montreal-based Indigenous artist – recommended,https://daybi-urbnet.bandcamp.com/album/still-of-stars?search_item_id%3D35731568%26search_item_type%3Da%26search_match_part%3D%253F%26search_page_id%3D4700094537%26search_page_no%3D0%26search_rank%3D1=,10/1/2025,7/25/2025,the O studio
Editrix,The Big E,856,,femcon,Experimental/noisy rock from Massachusetts – highly recommended,https://editrix.bandcamp.com/album/the-big-e,10/1/2025,7/25/2025,Joyful Noise Recordings
bd Gottfried,Resurrection Machine,859,,cancon,"Alt rock from Kitchener, ON",https://bdgottfried.bandcamp.com/album/resurrection-machine,10/1/2025,7/25/2025,Cyberaudio Records Inc.
SnP 500,Unrolled,877,,cancon,Leftfield techno from Montreal – recommended! ,https://doo-solution.bandcamp.com/album/unrolled,10/1/2025,7/25/2025,Doo
Alex G,Headlights,848,,jammer pick,Jangly indie folk/pop – recommended! Thanks to Mr. T from PosAmp for putting me onto this one! ,https://www.youtube.com/playlist?list=PLxA687tYuMWiDkzJRBFFf8Vyf5kwpBc9R,10/1/2025,7/18/2025,RCA
Disiniblud (Rachika Nayar & Nina Keith),Disiniblud,855,,femcon,Ambient/experimental electronic from Brooklyn - recommended,https://rachika.bandcamp.com/album/disiniblud,10/1/2025,7/18/2025,Smugglers Way
Afternoon Bike Ride,Running With Scissors,796,,"cancon,femcon",Super polished indie folk/folk pop from Montreal. Fans of Men I Trust will like this one! ,https://afternoonbikeride.bandcamp.com/album/running-with-scissors,9/25/2025,9/19/2025,Friends of Friends
Bad Self Portraits,I Think I'm Going To Hell,807,,femcon,Shoegaze-y indie rock from Nebraska – recommended! ,https://badselfportraits.bandcamp.com/album/i-think-im-going-to-hell-2,9/25/2025,9/19/2025,Merciless Records
Between The Buried And Me,The Blue Nowhere,800,,,"A new release from one of the giants of prog metal today – if you like their earlier, weirder stuff, you will enjoy this one!  ",https://btbam.bandcamp.com/album/the-blue-nowhere-24-bit-hd-audio,9/25/2025,9/12/2025,Inside Out Music
Die Spitz,Something To Consume,811,,femcon,"Heavy, sludgy grunge-y grooves from Austin Texas – love this one! ",https://diespitz.bandcamp.com/album/something-to-consume,9/25/2025,9/12/2025,Third Man Records
Pino Palladino,That Wasn't A Dream,804,,,A lovely collaboration between two world-class musicians drawing heavily on latin jazz. Highly recommended! ,https://pinopalladino.bandcamp.com/album/that-wasnt-a-dream?search_item_id%3D605421007%26search_item_type%3Da%26search_match_part%3D%253F%26search_page_id%3D4679082569%26search_page_no%3D0%26search_rank%3D1=,9/25/2025,9/8/2025,impulse!
JayWood,Leo Negro,818,,cancon,"Silky smooth neo-soul/hip-hop from Montreal – highly recommended if you enjoy Frank Ocean, Kaytranada, Odd Future, & similar ",https://jaywood1.bandcamp.com/album/leo-negro,9/25/2025,9/5/2025,Captured Tracks
Paris Pick,Third Time’s A Charm,823,,"cancon,femcon",Easy pop/soul with yacht rock vibes from BC – recommended! ,https://parispick.bandcamp.com/album/third-time-s-a-charm,9/25/2025,9/5/2025,
Alicia Clara,Nothing Dazzled,841,,"cancon,femcon",Soft dream pop/ambient folk from Montreal – recommended! ,https://aliciaclara.bandcamp.com/album/nothing-dazzled,9/25/2025,9/5/2025,
André Vida,Breathless,805,,,A very unique approach on this one – mechanical but organic satisfying soundscapes composed of saxophone explorations and percussive field recordings – worth a listen if you're looking for something completely different! ,https://vidatone.bandcamp.com/album/breathless?search_item_id%3D759185130%26search_item_type%3Da%26search_match_part%3D%253F%26search_page_id%3D4679099590%26search_page_no%3D0%26search_rank%3D1=,9/25/2025,9/2/2025,PAN
Elder,Liminality / Dream State Return,840,,jammer pick,Heavy psychedelic prog rock from Berlin – check this one out! Suggested by Pascal from RCZ,https://beholdtheelder.bandcamp.com/album/liminality-dream-state-return,9/25/2025,9/2/2025,
David Bode,Good Hang,808,,,Big band jazz from New Orleans!,https://davidbodemusic.bandcamp.com/album/good-hang,9/25/2025,8/29/2025,SOURCE
Marissa Burwell,Before The Hour's Up,810,,"cancon,femcon",Dreamy indie folk/folk-pop from Regina – recommended,https://marissaburwell1.bandcamp.com/album/before-the-hours-up?search_item_id%3D1743190267%26search_item_type%3Da%26search_match_part%3D%253F%26search_page_id%3D4679104429%26search_page_no%3D0%26search_rank%3D1=,9/25/2025,8/29/2025,
End It,Wrong Side Of Heaven,812,,,Hardcore/punk from Baltimore,https://flatspotrecords.bandcamp.com/album/fsr85-wrong-side-of-heaven?search_item_id%3D69950210%26search_item_type%3Da%26search_match_part%3D%253F%26search_page_id%3D4679106417%26search_page_no%3D0%26search_rank%3D1=,9/25/2025,8/29/2025,Flatspot Records
Guck,Gucked Up,814,,femcon,Punk/noise rock from LA – recommended! ,https://guckitup.bandcamp.com/album/gucked-up,9/25/2025,8/29/2025,Three One G
Anna Tivel,Animal Poem,831,,femcon,"Minimalist indie folk from Portland, Oregon",https://annativel.bandcamp.com/album/animal-poem,9/25/2025,8/29/2025,Fluff & Gravy
Pinkshift,Earthkeeper,837,,"femcon,jammer pick",Energetic hard rock/punk from Baltimore. Suggested by Dante from In The Garage! ,https://pinkshift.bandcamp.com/album/earthkeeper,9/25/2025,8/29/2025,Hopeless Records
Braxton Cook,Not Everyone Can Go,845,,,Super soulful & groovy jazz record. Highly recommended,https://braxtoncook.bandcamp.com/album/not-everyone-can-go,9/25/2025,8/29/2025,Nettwerk
Rebecca Runions,Northern Forecast EP,824,,"cancon,femcon","Traditional singer/songwriter folk vibes from Victoria, BC! ",https://rebeccarunions.bandcamp.com/album/northern-forecast-ep,9/25/2025,8/28/2025,Gotee Records
Roundelays,Regional Romantic,825,,cancon,Chill folk rock from Vancouver ,https://roundelays.bandcamp.com/album/regional-romantic,9/25/2025,8/28/2025,Phonocake
tonk,Wildflower,832,,cancon,Country rock from Vancouver – recommended! ,https://tonky.bandcamp.com/album/wildflower,9/25/2025,8/28/2025,
Kathleen Edwards,Billionaire,802,,"cancon,femcon",Alt folk/country from Ottawa – recommended! ,https://kathleenedwards.bandcamp.com/album/billionaire,9/25/2025,8/22/2025,Dualtone
Hand Habits,Blue Reminder,815,,femcon,Polished alt folk from LA ,https://handhabits.bandcamp.com/album/blue-reminder,9/25/2025,8/22/2025,Fat Possum Records
Hussain Bokhari,Possessions,817,,cancon,Been listening to this one a lot! Excellent bedroom pop/new wave from a Thai Vancouver-based producer – highly recommended,https://hussainbokhari.bandcamp.com/album/possessions,9/25/2025,8/22/2025,Mood Hut
Bill Leeb,Machine Vision,819,,cancon,Industrial/ebm from Vancouver! ,https://frontlineassembly.bandcamp.com/album/machine-vision,9/25/2025,8/22/2025,Metropolis Records
Kaitlyn Aurelia Smith,GUSH,829,,femcon,This latest release draws more on futuristic synth pop aesthetics as well as on her formative forays into ambient & Berlin school – recommended!,https://kaitlynaureliasmith.bandcamp.com/album/gush-2,9/25/2025,8/22/2025,Nettwerk Music Group
Former Critics,I Wanna Be Dramatic,836,,"detroit,femcon,jammer pick",Great rock 'n' roll/punk from Detroit. Shout out to Dante for putting me onto this one! ,https://formercritics.bandcamp.com/album/i-wanna-be-dramatic,9/25/2025,8/22/2025,
Ami Taf Ra,The Prophet and The Madman,842,,femcon,"An epic, cosmic jazz album (typical of releases on Brainfeeder). Features Kamasi Washington, among many other talented musicians. Fans of his solo work or the label should definitely check this one out! ",https://amitafra.bandcamp.com/album/the-prophet-and-the-madman?search_item_id%3D2076360980%26search_item_type%3Da%26search_match_part%3D%253F%26search_page_id%3D4685159337%26search_page_no%3D0%26search_rank%3D1=,9/25/2025,8/22/2025,Brainfeeder
njk,Algorithmic Accompaniment,822,,,Glitchy but loose arrangements oscillating between abstract IDM and ambient. Check this one out if you like Actress or Mark Fell,https://stroomtv.bandcamp.com/album/algorithmic-accompaniment?search_item_id%3D2193625342%26search_item_type%3Da%26search_match_part%3D%253F%26search_page_id%3D4679126125%26search_page_no%3D0%26search_rank%3D1=,9/25/2025,8/19/2025,STROOM „Ä∞
Marshal Herridge,Midsummer Lullaby,803,,cancon,Fans of Chet Baker Sings will love this one! ,https://marshalherridge.bandcamp.com/album/midsummer-lullaby,9/25/2025,8/15/2025,Manifesto Music
Ace Martens,Treble in Paradise,820,,cancon,"Dreamy, grungy post-punk from Vancouver",https://acemartens.bandcamp.com/album/treble-in-paradise,9/25/2025,8/8/2025,Iboga Records
woodini,Untitled 01,834,,,A short & sweet release from France combining drum & bass & chillwave aesthetics,https://woodini.bandcamp.com/album/untitled-01,9/25/2025,8/8/2025,
tummyache,FAKE NEW,838,,"femcon,jammer pick",post-rock/punk from the UK – recommended by Weadee! ,https://tummyachemusic.bandcamp.com/album/fake-new,9/25/2025,8/8/2025,
Greg Ashley,Neon Exotica,806,,,"electric folk/psych country from Oakland, CA – highly recommended! ",https://gregashley.bandcamp.com/album/neon-exotica,9/25/2025,8/5/2025,Trouble in Mind
Mansur Brown,Rihla,843,,,"Visionary & ambitious release – dips heavily into instrumental progterritory & combines these sounds with lush, futuristic synths & drum machines. Highly recommended! ",https://mansurbrown.bandcamp.com/album/rihla,9/25/2025,8/1/2025,Amai
Carla Gover,Kentucky Queen,813,,femcon,Americana/roots from Kentucky – recommended! ,https://carlagover.bandcamp.com/album/kentucky-queen,9/25/2025,7/29/2025,June Appal Records
the body,All the Waters of the Earth Turn to Blood,809,,,"Heavy, sludgy industrial vibes from Portland, Oregon. Recommended! ",https://thebody.bandcamp.com/album/all-the-waters-of-the-earth-turn-to-blood?search_item_id%3D3683519198%26search_item_type%3Da%26search_match_part%3D%253F%26search_page_id%3D4679103566%26search_page_no%3D0%26search_rank%3D1=,9/25/2025,7/25/2025,At a Loss Recordings
SCALP,NOT WORTHY OF HUMAN COMPASSION,826,,,Black metal/grindcore from California ,https://scalpoc.bandcamp.com/album/not-worthy-of-human-compassion,9/25/2025,7/25/2025,Closed Casket Activities
Grimm Grimm,Songs for Death Stranding 2: On The Beach,835,,"femcon,jammer pick","Moody, ethereal pop ballads composed for the new Death Stranding game! Great recommendation by Lalaine",https://grimmgrimm.bandcamp.com/album/songs-for-death-stranding-2-on-the-beach,9/25/2025,7/25/2025,
Nick Sylvester,Stereo Music for Breakbeats and Samplers,793,,,Abstracted breakbeats/idm grooves from LA ,https://nicksylvester.bandcamp.com/album/stereo-music-for-breakbeats-and-samplers,9/25/2025,7/22/2025,Traum Techno Germany
Taylor Holden,Cherry Bomb,799,,"cancon,femcon","Rock 'n' roll from London, ON – recommended! ",https://taylorholden.bandcamp.com/album/cherry-bomb,9/25/2025,7/21/2025,Odd Future Records
Slikback,Attrition,795,,,Dubstep/bass/deconstructed club from Kenya – recommended to fans of experimental electronic! ,https://slikback.bandcamp.com/album/attrition,9/25/2025,7/18/2025,Planet Mu
Art Hirahara,Peace Unknown,816,,,Modern swing from New York – love this one! ,https://arthirahara.bandcamp.com/album/peace-unknown,9/25/2025,7/18/2025,Posi-Tone
Brenda,Bath Time,788,,,Smooth funk/soul from Melbourne – recommended!  ,https://brendamelbourne.bandcamp.com/album/bath-time,9/23/2025,8/22/2025,College Of Knowledge Records
Aversions,Empty Century,790,,cancon,Vancouver alt-rock/post-punk – highly recommended! ,https://aversionsband.bandcamp.com/album/empty-century,9/23/2025,8/22/2025,Manic Depression Records
Abhorrent Expanse,Enter the Misanthropocene,791,,,Cool experimental instrumental rock from Chicago – recommended!,https://abhorrentexpanse.bandcamp.com/album/enter-the-misanthropocene,9/23/2025,8/15/2025,Amalgam
Centuries of Decay,A Monument to Oblivion,787,,cancon,Prog death metal from Toronto ,https://centuriesofdecay.bandcamp.com/album/a-monument-to-oblivion,9/23/2025,8/1/2025,
Black Magnet,Megamantra,789,,,Goth/industrial metal from Oklahoma,https://blckmgnt.bandcamp.com/album/megamantra-2,9/23/2025,7/25/2025,
Jessie Bird,The Way Love Goes,781,,"cancon,femcon",Folk/country from rural Alberta ,https://jessiebirdmusic.bandcamp.com/album/the-way-love-goes-2,9/19/2025,8/29/2025,GOGO
The World is a Beautiful Place & I am No Longer Afraid to Die,Dreams of Being Dust,783,,,Post-hardcore/skramz/emo from Philadelphia!,https://theworldis.bandcamp.com/album/dreams-of-being-dust,9/19/2025,8/22/2025,Epitaph
jed and the valentine,"in like a lion, out like a lamb",780,,"cancon,femcon","Polished, soulful release from an Edmonton folk-pop duo ",https://jedandthevalentine.bandcamp.com/album/in-like-a-lion-out-like-a-lamb,9/19/2025,8/15/2025,
San Gabriel,Nights and Weekends,785,,,Hazy but energetic bedroom pop/synthpop ,https://sangabriel.bandcamp.com/album/nights-and-weekends,9/19/2025,8/15/2025,Share It Music
motel suicide,odd kids,784,,cancon,Acoustic-driven & lo-fi heartfelt folk songs from Nova Scotia,https://motelsuicide.bandcamp.com/album/odd-kids,9/19/2025,8/3/2025,
Dusk,REPOKA,754,,,This one is a treat for those who enjoy that intersection of sounds between industrial & metal. Great textures & rhythms on this one ,https://duskvt.bandcamp.com/album/repoka,9/17/2025,8/29/2025,Epidemie Records
Greg Freeman,Burnover,729,,,Alt-country/folk-rock from Vermont – recommended,https://gregfreeman1.bandcamp.com/album/burnover,9/17/2025,8/22/2025,Transgressive Records
CROP,S.S.R.I,751,,,"Sludgy, grungy metal from Kentucky – recommended ",https://legalizecrop.bandcamp.com/album/s-s-r-i,9/17/2025,8/22/2025,Third House Communications
Spaceface,Lunar Manor,771,,femcon,Cheerful psych pop/rock from LA. This completely captures the essence of the genre – highly recommended! ,https://spaceyourface.bandcamp.com/album/lunar-manor,9/17/2025,8/22/2025,Mothland Records
Hundreds of AU,Life In Parallel,779,,,Hardcore/skramz/emo from New Jersey,https://hundredsofau.bandcamp.com/album/life-in-parallel,9/17/2025,8/22/2025,Iodine Recordings
War Eyes,Let The Sun Rise,775,,cancon,"This release draws on punk, hard rock, & grunge – fans of these genres will likely enjoy! ",https://wareyes.bandcamp.com/album/let-the-sun-rise,9/17/2025,8/21/2025,Org Music
hiroki,Ukiyo,757,,cancon,Dubby & minimal techno from Toronto – recommended!,https://markhiroki.bandcamp.com/album/ukiyo,9/17/2025,8/19/2025,Hyperium Records
Georgia Lee Johnson,Child of My Heart,760,,"cancon,femcon",Alt-folk from Vancouver – recommended ,https://georgialeejohnson1.bandcamp.com/album/child-of-my-heart,9/17/2025,8/18/2025,
Kerosene Heights,Blame It On The Weather,731,,,North Carolina pop punk!,https://keroseneheights.bandcamp.com/album/blame-it-on-the-weather,9/17/2025,8/15/2025,SideOneDummy Records
Marissa Nadler,New Radiations,735,,femcon,Cosmic dream folk from Nashville – highly recommended ,https://marissanadler.bandcamp.com/album/new-radiations,9/17/2025,8/15/2025,Sacred Bones Records
Pile,Sunshine and Balance Beams,737,,,Post-hardcore/post-punk/rock vibes – love the production on this one. Highly recommended,https://pile.bandcamp.com/album/sunshine-and-balance-beams,9/17/2025,8/15/2025,Sooper Records
Pool Kids,Easier Said Than Done,738,,femcon,Dream/alt pop with 2000s pop-punk influences from Florida – highly recommended!,https://poolkidsband.bandcamp.com/album/easier-said-than-done,9/17/2025,8/15/2025,Epitaph
she's green,Chrysalis,740,,femcon,Top notch shoegaze/dream pop from Minnesota – check this one out! ,https://shesgreen.bandcamp.com/album/chrysalis,9/17/2025,8/15/2025,Photo Finish Records
Tebby & The Heavy,Heavy Afternoon,744,,"cancon,femcon","A unique blend of psych rock, shoegaze, and surf aesthetics from Edmonton – highly recommended",https://tebbyandtheheavy.bandcamp.com/album/heavy-afternoon,9/17/2025,8/15/2025,
Tuxis Giant,You Won't Remember This,745,,,Warm alt-country/folk from Boston – highly recommended!,https://tuxisgiant.bandcamp.com/album/you-wont-remember-this,9/17/2025,8/15/2025,Worry Bead
Ida Diana Maidstone,Angel Food,758,,"cancon,femcon","Ethereal dance pop from BC drawing on early 2000s ambient + ""fantasy"" aesthetics – recommended! ",https://idadianamaidstone.bandcamp.com/album/angel-food,9/17/2025,8/15/2025,Last Affair Records
Cass McCombs,Interior Live Oak,761,,,Great release from an iconic singer-songwriter ,https://cassmccombs.bandcamp.com/album/interior-live-oak,9/17/2025,8/15/2025,Domino
PlainsPeak,Someone to Someone,766,,,Improvisational jazz from Chicago ,https://jonirabagon.bandcamp.com/album/someone-to-someone,9/17/2025,8/15/2025,
Joseph Decosimo,Fiery Gizzard,777,,,Old time folk in the tradition of the Appalachian South. Super polished.,https://josephdecosimo.bandcamp.com/album/fiery-gizzard,9/17/2025,8/15/2025,Dear Life Records
ivri,the theory of you,759,,femcon,Bedroom pop/shoegaze from New York – highly recommended! ,https://ivri.bandcamp.com/album/the-theory-of-you,9/17/2025,8/14/2025,
Arjen Ordeman,Meh,747,,cancon,"Lo-fi, jangly slo-mo rock from Surrey, BC. Recommended.",https://arjenordeman.bandcamp.com/album/meh,9/17/2025,8/10/2025,
 Field Medic,surrender instead,728,,,Cozy indie folk – recommended,https://fieldmedic.bandcamp.com/album/surrender-instead,9/17/2025,8/8/2025,
Gordi,Like Plasticine,730,,femcon,"Lo-fi, hazy, & spacious indie folk from Melbourne",https://gordi.bandcamp.com/album/like-plasticine,9/17/2025,8/8/2025,Mushroom Music
Odd Man Out,Conviction,734,,,Hardcore punk from Seattle – good stuff!,https://odd-man-out.bandcamp.com/album/conviction,9/17/2025,8/8/2025,
Borracho,Ouroboros,749,,,"Doom metal/heavy psych rock from Washington, D.C. – nice grooves! ",https://borracho.bandcamp.com/album/ouroboros,9/17/2025,8/8/2025,Ripple Music
Superstar Crush,Way Too Much,743,,femcon,Energetic power pop from Hamilton – recommended,https://superstarcrush.bandcamp.com/album/way-too-much,9/17/2025,8/5/2025,
Garden Dog,Antidepresso Expresso,755,,cancon,"Loose instrumental prog rock from Victoria, BC with lots of synth elements ",https://gardendog.bandcamp.com/album/antidepresso-expresso,9/17/2025,7/31/2025,
Fever Ray,The Year Of The Radical Romantics,727,,cancon,"Experimental, futuristic, & unique pop from Sweden",https://feverray.bandcamp.com/album/the-year-of-the-radical-romantics,9/17/2025,7/25/2025,Mute
747,Pacific Spirit,746,,cancon,This one's a treat for lovers of atrmospheric 90s jungle and drum & bass!,https://aquaregiarec.bandcamp.com/album/pacific-spirit,9/17/2025,7/25/2025,Aquaregia
Rebecca Schiffman,Before the Future,768,,femcon,Chamber-pop/alt-folk from LA – recommended! ,https://rebeccaschiffman.bandcamp.com/album/before-the-future,9/17/2025,7/25/2025,
Snake Lips,Cat Beach,769,,,Fuzzy garage rock from Portland ,https://snakelips.bandcamp.com/album/cat-beach,9/17/2025,7/25/2025,Lofi Records
WIld Iris Brass Band,Way Up,776,,,"Fun release! If you like funky brass bands, this one is for you",https://earuprecords.bandcamp.com/album/way-up?_gl=1*bqllja*_ga*MTYyNzEwNjgyNi4xNzQ0MjA5MjQ5*_ga_ET65GDKLTR*czE3NTgwMzcyMTAkbzEkZzEkdDE3NTgwMzcyNDQkajYwJGwwJGgw,9/17/2025,7/25/2025,
Love Life,Demo II,732,,"femcon,cancon",Garage-oriented 90s pop punk from Victoria ,https://l0ve-l1fe.bandcamp.com/album/demo-ii,9/17/2025,7/21/2025,Salsoul Records
Negative Charge,Negative Charge,763,,cancon,Winnipeg Hardcore,https://neontasterecords.bandcamp.com/album/negative-charge,9/17/2025,7/21/2025,
Luke Tyler Shelton,Blue Sky,741,,,"Easy, laidback bluesy country from LA. Highly recommended. ",https://luketylershelton.bandcamp.com/album/blue-sky,9/17/2025,7/18/2025,Warner Bros. Records
Coral Grief,Air Between Us,756,,femcon,Dream pop from Seattle – highly recommended ,https://coralgrief.bandcamp.com/album/air-between-us,9/17/2025,7/18/2025,Suicide Squeeze Records
